Media Name;Date;Article Tittle;Article Media;Precise Quote;Link Article
Harper's Bazar;20 Januari 2024;"Olivia Rodrigo and Tate McRae Enjoy Girls’ Night Out at Lakers Game
The most wholesome friendship ";"The Los Angeles Lakers’ Celebrity Row was graced with some serious pop-star power last night, with Olivia Rodrigo and Tate McRae in the house.

The music mavens enjoyed a big girls’ night out at L.A.’s Crypto.com Arena, to watch the Lakers take on the Brooklyn Nets. In photos, Rodrigo and McRae are seen experiencing a series of emotions, from cheery and smiley to shocked and disappointed, as the West Coast NBA team ultimately took the L and the Nets won, 130–112.";;https://www.harpersbazaar.com/celebrity/latest/a46467560/olivia-rodrigo-tate-mcrae-girls-night-lakers-nets/
;;;For the outing, the singers each brought their own flavor of courtside style. “Can’t Catch Me Now” songstress Rodrigo put her signature preppy fashion on display, layering an inky-black vest over a plain white tee, paired with a short black miniskirt, white ankle socks, and chunky black patent leather lace-up loafers. She added dainty, feminine accents in the form of small, jewel-adorned earrings, a bracelet composed of quartz beads, several silver rings, and a small black purse. Rodrigo opted for her traditional glam of black winged eyeliner and a soft red lip, wearing her rich brown locks down and straight.;;
;;;Beside Rodrigo, “Greedy” hitmaker McRae oozed cool, in a long black leather trench coat over her own simple white tee, paired with slouchy light-wash jeans and two-tone gray and black sneakers. McRae accessorized her fit with chunky gold hoop earrings, chunky rings, and a small black leather purse. The singer and dancer finished off the look with glowy, bronzy glam, wearing shimmery gold eye shadow and a bright, glossy pink lip, while styling her blonde-highlighted hair down in soft waves.;;
;;;"The young stars have been friends for some time, with McRae even appearing in the music video for Rodrigo’s single “Bad Idea Right?” In the fuzzy, Y2K-inspired clip, Rodrigo, McRae and actors Iris Apatow and Madison Hu are seen getting ready in the bathroom at a house party as Rodrigo debates going to see a former flame.

McRae took to Instagram last August to hard-launch their friendship with a behind-the-scenes photo.";;
;;;"“It was so fun. All those girls are genuinely the best girls ever,” she said of the experience in an interview with SiriusXM.

“I adore [Olivia]. I think she’s so talented and so beautiful. All those girls, I admire a lot,” McRae continued. “I would take qualities from every single one of them. I think that’s just what you do when you have really cool girls around you, to just be like, ‘Oh, my God, your fashion and the way you walk and the way you speak.’ We just take from each other and inspire each other.”";;
teen VOGUE;28 Juli 2025;Olivia Rodrigo Expands Her Retro Sneakers Collection With a $70 Pick — See Photos;The star completed her subdued summer uniform with a pair of statement classic sneakers.;;https://www.teenvogue.com/story/olivia-rodrigo-retro-sneakers-collection-nike-cortez
;;;"Olivia Rodrigo is officially on a retro sneakers kick this summer. Just a month after showing off her retro Vans sneakers on Instagram, the star has been spotted out and about with yet another pair of classic sneakers from the ‘60s: the Nike Cortez.

Olivia Rodrigo was recently spotted enjoying a day out in London, England, with boyfriend Louis Partridge rocking a perfect summer uniform that she completed with a pair of these beloved Nike sneakers.

While riding around on a Lime bike and grabbing a bite in West London, Rodrigo donned a pair of black oval sunglasses and a small black bag, paired with a classic ribbed white tank top and a pair of flared black leggings from Alo. The GUTS singer added a pop of color, rocking a pair of red and white Nike Cortez on her feet, merging some of the biggest sneaker trends of the season.";;
;;;Rodrigo's Nike Cortez pick features an all-red upper with the brand's signature Swoosh detail in white, as well as white front laces. The main shoe is made of nylon-style fabric with contrasting suede details on the top and heel, as well as a thin white and red sole to complete the design. The style usually retails for $90, but it's currently on sale on the Nike website for around $77. If you use the promo code “SPORT,” you can score the shoes for less than $70 at the moment.;;
;;;While maintaining the retro flair, Rodrigo's style is a revamped version of the original Cortez, featuring a wider toe area and reinforced side panels for added comfort. As noted by Nike, the Cortez is one of the brand's most recognizable silhouettes ever. They were actually the first running shoe designed by Bill Bowerman, the brand's co-founder and renowned track and field coach.;;
;;;The Nike Cortez has been a staple in Nike's repertoire since it was designed in the 1960s and launched in the 1970s, permeating pop culture through its distinctive features and collaborations with notable figures such as Kendrick Lamar, Stranger Things, and Forrest Gump, among others. It has also recently earned the Gen Z stamp of approval, with the likes of Rodrigo and Suri Cruise sporting their pairs.;;
Cosmopolitan;11 Juni 2024;"Olivia Rodrigo Posted a Pic Wearing the Cutest Smocked Dress, and It's Still in Stock
FYI, Kendall Jenner owns the same one in red!";Head's up: Olivia Rodrigo is currently on the European leg of her GUTS Tour, and I'm l-i-v-i-n-g for the 'fits (both on stage and off). This summer, her trademark Y2K-meets-pop-punk style has been replaced with something much more laidback, and most recently, she embraced the minimalist summer dress trend with a cool-girl closet staple: Ciao Lucia's smocked cotton Gabriela Dress in black. (Oh, and she also posted a selfie of herself wearing this same dress to her Stories back in January, so clearly, she's a fan!!). Yep, it's a bit pricey at $295, but it's a classic dress that will last you forever, trust. Not looking to drop that much cash on a casual summer sundress? I feel you, so I found several just-as-cute alternatives for less $$$ that can serve as your new summer go-to.;;https://www.cosmopolitan.com/style-beauty/fashion/a61073516/olivia-rodrigo-ciao-lucia-dress-instagram/
;;;Founded back in 2017 by self-proclaimed Italophile Lucy Akin, LA-based brand Ciao Lucia is all about helping you live ~la dolce vita~ (even if you're not lucky enough to be in Europe this summer)...and O-Rod def isn't the only celeb fan. Everyone from Kendall Jenner to Kaia Gerber to Sophia Bush has been spotted wearing the label's signature Gabriela Dress, which is beloved for its cute keyhole tie, flattering under-the-bust smocking, and on-trend midi length.;;
;;;The best part about the Gabriela Dress: It's so damn easy to style! Liv kept her lewk simple with a pair of Oliver Peoples x Khaite sunnies, and while you can't see her shoes in the pic (womp), pretty much any pair of sandals or casual sneakers would work. Brb, adding this bb to my cart before it sells out again!!;;
Yahoo Life;5 April 2024;Olivia Rodrigo Makes 2024's Underrated Color Trend Her Own;"Olivia Rodrigo may have undergone a subtle wardrobe evolution in the past few years, but the singer is always finding ways to infuse every occasion with pop-punk energy. Ahead of her GUTS Tour shows in New York City, the 21-year-old opted out of the springy lavender associated with her album art and instead relied on her Y2K-fueled DNA to elevate layers of muted colors.

On April 4, the ""Vampire"" singer was seen heading to her hotel in Midtown Manhattan in a white button-down shirt layered underneath a gray, thigh-hitting top coat flecked with multiple shades of the neutral tone. She added a casual twist to the classic business-casual silhouettes, including a pair of gray wash straight-leg jeans.";;https://www.yahoo.com/lifestyle/olivia-rodrigo-makes-2024s-underrated-141049677.html
